winery,wine,year,rating,num_review,region,price,type,grapes,region_map,region_map2
Vegalfaro,Pago de los Balagueses Chardonnay 2020,2020,4.0,30,España / Valencia / Utiel-Requena,21.95,Vino blanco,100 % de Chardonnay,Valencia,Valencia
Abadal,3.9 2015,2015,4.0,409,España / Cataluña / Pla de Bages,56.55,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon",Cataluña,Cataluña
Baigorri,De Garage Rioja 2015,2015,4.2,234,España / Rioja,36.65,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Enrique Mendoza,La Tremenda Monastrell Alicante 2019,2019,3.8,103,España / Valencia / Alicante,9.95,Vino tinto,Mourvedre,Valencia,Valencia
Bodega Sommos,Alquez 2018,2018,3.6,69,España / Aragón / Calatayud,8.90,Vino tinto,100 % de Garnacha,Aragón,Aragón
Murua,Reserva Rioja 2013,2013,4.0,506,España / Rioja,14.85,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Vega Real,Vaccayos Cepas Viejas 2016,2016,4.1,25,España / Castilla y León / Ribera del Duero,20.90,Vino tinto,"85 % de Tempranillo, 15 % de Cabernet Sauvignon",Castilla y León,Castilla y León
Palacio de Villachica,Crianza 2017,2017,4.1,125,España / Castilla y León / Toro,12.75,Vino tinto,Tinta de toro,Castilla y León,Castilla y León
Antídoto,La Hormiga de Antídoto 2020,2020,4.3,94,España / Castilla y León / Ribera del Duero,31,Otro,100 % de Tinto Fino,Castilla y León,Castilla y León
Ignios Orígenes,Marmajuelo 2014,2014,3.9,38,España / Islas Canarias / Ycoden-Daute-Isora,26.50,Vino blanco,100 % de Marmajuelo,Islas Canarias,Islas Canarias
Cruz de Alba,Finca Los Hoyales Ribera del Duero 2013,2013,4.3,164,España / Castilla y León / Ribera del Duero,58.25,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Pinord,Priorat Clos del Mas 2018,2018,3.8,361,España / Cataluña / Priorato,12.45,Otro,"Cabernet Sauvignon, Cariñena, Garnacha",Cataluña,Cataluña
Osborne,Solaz Rosado 2020,2020,3.1,33,España / Castilla,3.86,Vino rosado,"Shiraz/Syrah, Tempranillo, Mencia",Castilla,Castilla
4 Monos,GR-10 Tinto 2017,2017,3.9,226,España / Madrid,13.90,Vino tinto,"88 % de Garnacha, 10 % de Cariñena, 2 % de Shiraz/Syrah",Madrid,Madrid
Obalo,Matulán Crianza Rioja 2014,2014,3.5,202,España / Rioja,5.05,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Solar Viejo,Crianza 2016,2016,3.6,823,España / Rioja,7.70,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Valserrano,Rioja Crianza 2015,2015,3.9,1161,España / Rioja,10.05,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Viña Pomal,Crianza 2014,2014,3.5,1431,España / Rioja,19.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Josep Grau Viticultor,L'Efecte Volador Montsant 2018,2018,3.7,341,España / Cataluña / Tarragona / Montsant,8.95,Vino tinto,100 % de Grenache,Cataluña,Cataluña
Bodegas Val de Horna,La Loma Garnacha Old Vines 2020,2020,3.7,27,España / Aragón / Ribera del Jiloca,8.95,Vino tinto,100 % de Garnacha,Aragón,Aragón
Portia,Crianza 2016,2016,3.8,1256,España / Castilla y León / Ribera del Duero,10.53,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Cillar de Silos,Dominio del Pidio Albillo 2020,2020,4.3,47,España / Castilla y León / Ribera del Duero,44.75,Vino blanco,100 % de Albillo,Castilla y León,Castilla y León
Atlan & Artisan,8 Vents Mallorca 2018,2018,4.1,709,España / Islas Baleares / Mallorca,19.85,Vino tinto,"Merlot, Cabernet Sauvignon, Callet, Manto Negro",Islas Baleares,Islas Baleares
Viñas del Vero,Tempranillo - Cabernet Sauvignon Crianza 2018,2018,3.7,28,España / Aragón / Somontano,7.10,Vino tinto,"Cabernet Sauvignon, Tempranillo",Aragón,Aragón
Orto Vins,Les Comes d'Orto 2017,2017,3.8,74,España / Cataluña / Tarragona / Montsant,17.50,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Conde de Los Andes,Rioja 2016,2016,4.1,57,España / Rioja,24.90,Otro,100 % de Tempranillo,Rioja,Rioja
Arínzano,Gran Vino Blanco 2016,2016,4.3,110,España / Navarra / Arínzano,89.54,Otro,100 % de Chardonnay,Navarra,Navarra
Bodegas Valdelana,Barón Ladrón de Guevara Cosecha 2020,2020,4.0,32,España / Rioja,8.10,Vino tinto,"Viura, Tempranillo",Rioja,Rioja
Bach,Viña Extrísima Tinto 2020,2020,3.2,136,España / Cataluña,4,Vino tinto,"Tempranillo, Cabernet Sauvignon, Merlot",Cataluña,Cataluña
Mas Estela,Quindals 2016,2016,3.8,26,España / Cataluña / Empordà,13.56,Vino tinto,"Shiraz/Syrah, Grenache, Samsó",Cataluña,Cataluña
Viñas del Vero,Gran Vos Reserva Somontano 2015,2015,3.9,144,España / Aragón / Somontano,17.45,Otro,"Cabernet Sauvignon, Merlot",Aragón,Aragón
Sierra Cantabria,Garnacha 2017,2017,4.1,96,España / Rioja,13.26,Vino tinto,100 % de Garnacha,Rioja,Rioja
Sei Solo,Tinto 2018,2018,4.4,122,España / Castilla y León / Ribera del Duero,52.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Monopole,Blanco Seco (Clasico) 2018,2018,4.1,115,España / Rioja,19.75,Vino blanco,100 % de Viura,Rioja,Rioja
Finca Villacreces,Pruno Ribera del Duero 2019,2019,3.7,2747,España / Castilla y León / Ribera del Duero,10.50,Vino tinto,"90 % de Tempranillo, 10 % de Cabernet Sauvignon",Castilla y León,Castilla y León
Pedralonga,Albariño Pedralonga 2014,2014,3.8,71,España / Galicia / Rías Baixas,18.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Bodega Pirineos,3404 Blanco 2021,2021,3.9,62,España / Aragón / Somontano,4.85,Vino blanco,"Chardonnay, Gewürztraminer",Aragón,Aragón
Castell del Remei,ODA Negre 2019,2019,4.1,79,España / Cataluña / Costers del Segre,10.99,Otro,100 % de Merlot,Cataluña,Cataluña
Dominio del Águila,Reserva 2010,2010,4.3,82,España / Castilla y León / Ribera del Duero,59,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Vinessens - Casa Balaguer,La Casica del Abuelo 2019,2019,3.3,63,España / Valencia / Alicante,7.90,Vino tinto,"80 % de Monastrell, 10 % de Shiraz/Syrah, 10 % de Petit Verdot",Valencia,Valencia
Baigorri,Crianza Tempranillo 2015,2015,3.9,1699,España / Rioja,23.25,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Terroir Al Límit Soc. Lda,Historic Tinto 2017,2017,3.6,458,España / Cataluña / Priorato,17.90,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Bodegas 6º Elemento - Vino Sexto Elemento,Respeto 2017,2017,4.6,43,España / Valencia / Utiel-Requena,29.95,Otro,100 % de Bobal,Valencia,Valencia
Bodegas Valdemar,Inspiración Tempranillo Blanco 2011,2011,3.1,29,España / Rioja,17.50,Vino blanco,100 % de Tempranillo Blanco,Rioja,Rioja
Hacienda Solano,Viñas Viejas 2017,2017,4.1,138,España / Castilla y León / Ribera del Duero,45.50,Vino tinto,"Tinto Fino, Albillo Mayor",Castilla y León,Castilla y León
Altanza,Club Rioja Reserva 2005,2005,4.0,704,España / Rioja,17.50,Otro,100 % de Tempranillo,Rioja,Rioja
Palacio de Bornos,La Caprichosa Verdejo 2021,2021,4.0,81,España / Castilla y León / Rueda,6.90,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Viña Pomal,Gran Reserva 2014,2014,4.0,207,España / Rioja,25.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Carlos Moro,Oinoz Verdejo 2020,2020,3.8,164,España / Castilla y León / Rueda,6.30,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Ondarre,Señorío de Ondarre Rioja Reserva 2015,2015,3.8,892,España / Rioja,9.80,Otro,100 % de Tempranillo,Rioja,Rioja
Celler Frisach,L'Abrunet Negre 2020,2020,3.8,147,España / Cataluña / Terra Alta,7.56,Vino tinto,100 % de Grenache,Cataluña,Cataluña
Estefanía,Tilenus Crianza Bierzo Mencia 2018,2018,3.6,35,España / Castilla y León / Bierzo,11.75,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Barbadillo,Maestrante Semi Dulce 2020,2020,3.6,29,España / Andalucía / Cádiz,5.40,Vino blanco,Palomino,Andalucía,Andalucía
Artuke,Pies Negros Rioja 2020,2020,3.9,148,España / Rioja,11.50,Vino tinto,"90 % de Tempranillo, 10 % de Graciano",Rioja,Rioja
Lagar de Moha,Sapientia Verdejo Ecológico 2018,2018,3.9,183,España / Castilla y León / Rueda,10.50,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Pagos del Moncayo,Prados Colección Garnacha 2019,2019,4.1,174,España / Aragón / Campo de Borja,13.95,Vino tinto,100 % de Garnacha,Aragón,Aragón
Veronica Ortega,VO CAL 2018,2018,4.0,88,España / Castilla y León / Bierzo,26.95,Vino blanco,100 % de Godello,Castilla y León,Castilla y León
Micro Bio (MicroBio),Rack 2019,2019,3.8,72,España / Castilla y León,20.90,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Vizcarra,Inés 2012,2012,4.2,42,España / Castilla y León / Ribera del Duero,63.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Muñana,Tres Cepas 2010,2010,3.9,41,España / Andalucía,29.22,Vino tinto,"Cabernet Sauvignon, Merlot, Shiraz/Syrah",Andalucía,Andalucía
Celler Masroig,Finca Cucó Selecció 2018,2018,3.6,26,España / Cataluña / Tarragona / Montsant,8.50,Vino tinto,"Grenache, Carignan",Cataluña,Cataluña
Estones,Vine Blanco 2017,2017,3.7,27,España / Cataluña / Terra Alta,11.70,Vino blanco,"Macabeo, Garnacha Blanca",Cataluña,Cataluña
Marqués de Riscal,Finca Torrea Rioja 2017,2017,4.2,339,España / Rioja,22.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Telmo Rodriguez,Pegaso Granito 2010,2010,3.8,173,España / Castilla y León,27.90,Vino tinto,100 % de Grenache,Castilla y León,Castilla y León
Compañía de Vinos Tricó,Claudia de Trico Albariño 2017,2017,4.1,25,España / Galicia / Rías Baixas,21.95,Otro,100 % de Albariño,Galicia,Galicia
Pinord,Penedès Blanc de Blancs Clos de Torribas 2020,2020,3.4,62,España / Cataluña / Penedès,5.95,Vino blanco,"Gewürztraminer, Merlot, Macabeo, Xarel-lo",Cataluña,Cataluña
Vinedos Escudero,Becquer Tinto 2010,2010,3.5,124,España / Rioja,7.10,Vino tinto,"Tempranillo, Garnacha",Rioja,Rioja
Dominio del Bendito,Las Sabias 2019,2019,4.2,60,España / Castilla y León / Toro,18.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Abadía Retuerta,Selección Especial 2016,2016,4.3,7580,España / Castilla y León / Sardón de Duero,24.75,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Pinna Fidelis,Ribera del Duero Roble 2019,2019,3.8,698,España / Castilla y León / Ribera del Duero,7.64,Vino tinto,100 % de Tinta del Pais,Castilla y León,Castilla y León
Sangenís I Vaqué,Clos Monlleó 1999,1999,4.3,49,España / Cataluña / Priorato,64.80,Vino tinto,"Cariñena, Garnacha",Cataluña,Cataluña
Bodegas El Sequé,El Sequé 2015,2015,4.0,1096,España / Valencia / Alicante,20.90,Vino tinto,"Shiraz/Syrah, Mourvedre",Valencia,Valencia
Bodegas Corral - Don Jacobo,Crianza Ecológico 2017,2017,3.8,44,España / Rioja,11.25,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Antídoto,La Hormiga de Antídoto 2019,2019,4.4,389,España / Castilla y León / Ribera del Duero,31.39,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Luzon,Alma de Luzón 2018,2018,4.5,28,España / Murcia / Jumilla,38,Otro,"80 % de Monastrell, 20 % de Shiraz/Syrah",Murcia,Murcia
Laus,Blanco 2020,2020,3.6,55,España / Aragón / Somontano,5.55,Vino blanco,100 % de Chardonnay,Aragón,Aragón
Ramos-Paul,Tinto 2005,2005,4.2,145,España / Andalucía / Málaga,35,Otro,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Tempranillo",Andalucía,Andalucía
Marqués del Puerto,Crianza 2007,2007,3.6,49,España / Rioja,12,Vino tinto,"Tempranillo, Mazuelo",Rioja,Rioja
Tajinaste,Tradicional Tinto 2020,2020,3.6,42,España / Islas Canarias / Valle de la Orotava,13.95,Vino tinto,Listan Negro,Islas Canarias,Islas Canarias
Conreria d'Scala Dei,Antecessor Les Brugueres 1997,1997,4.2,36,España / Cataluña / Priorato,119.95,Vino blanco,Grenache Blanc,Cataluña,Cataluña
Pagos de Valcerracín,10 Meses Roble Tempranillo 2019,2019,3.6,115,España / Castilla y León / Ribera del Duero,8.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Can Majoral,Butibalausí Negre 2017,2017,3.8,37,España / Islas Baleares / Mallorca,8.95,Vino tinto,"Manto Negro, Tempranillo, Callet",Islas Baleares,Islas Baleares
García de Aranda,Señorío de los Baldíos Crianza 2014,2014,3.7,139,España / Castilla y León / Ribera del Duero,11.93,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Singulares,Jardín Rojo Tempranillo Rioja 2018,2018,3.3,79,España / Rioja,6.75,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Herència Altés,La Peluda 2016,2016,4.0,322,España / Cataluña / Terra Alta,14.11,Otro,100 % de Garnacha Peluda,Cataluña,Cataluña
Telmo Rodriguez,Pago La Jara 2017,2017,4.3,28,España / Castilla y León / Toro,47.95,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Inurrieta,Sur Roble 2019,2019,3.7,86,España / Navarra,6.95,Otro,"Graciano, Garnacha, Shiraz/Syrah",Navarra,Navarra
Bodegas Javier San Pedro Ortega,Anahí 2021,2021,3.8,45,España / Rioja,6.70,Vino blanco,"Sauvignon Blanc, Malvasia, Tempranillo Blanco",Rioja,Rioja
Luis Alegre,Parcela No. 5 2017,2017,4.0,102,España / Rioja,16.75,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Frontaura,Reserva 2005,2005,4.1,308,España / Castilla y León / Toro,21.89,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
El Grifo,Malvasía Coleccion Semidulce 2020,2020,4.1,44,España / Castilla y León,14.90,Vino de postre,100 % de Malvasia,Castilla y León,Castilla y León
Artuke,Artuke Rioja 2021,2021,3.8,172,España / Rioja,6.85,Vino tinto,"95 % de Tempranillo, 5 % de Viura",Rioja,Rioja
Abel Mendoza Monge,Malvasía 2018,2018,4.2,51,España / Rioja,24.95,Vino blanco,100 % de Malvasia,Rioja,Rioja
Bertha,Cava Reserva Brut Nature 2018,2018,3.9,52,España / Cava,9.90,Vino espumoso,100 % de Macabeo,Cava,Cava
Roger Goulart,Cava Brut Rosé 2018,2018,3.6,262,España / Cava,9.39,Vino espumoso,"Grenache, Pinot Noir, Mourvedre",Cava,Cava
Marqués de Tosos,Gran Reserva 2014,2014,3.6,27,España / Aragón / Cariñena,10.55,Vino tinto,"Cabernet Sauvignon, Grenache, Tempranillo",Aragón,Aragón
Bodega K5,Pilota 2020,2020,3.5,92,España / País Vasco / Getariako Txakolina,8,Vino blanco,100 % de Hondarrabi Zuri,País Vasco,País Vasco
Mas Vicenç,Dent de Lleó 2018,2018,4.1,26,España / Cataluña / Tarragona,12.89,Vino blanco,"Chardonnay, Grenache Blanc",Cataluña,Cataluña
Monteabellon,Ribera del Duero 5 Meses en Barrica 2019,2019,3.7,111,España / Castilla y León / Ribera del Duero,7.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Attis,Attis Albariño 2021,2021,4.2,279,España / Galicia / Rías Baixas,12.90,Vino blanco,100 % de Albariño,Galicia,Galicia
Tobia,Óscar Tobía Reserva Rioja 2015,2015,4.1,664,España / Rioja,17.90,Vino tinto,"91 % de Tempranillo, 9 % de Graciano",Rioja,Rioja
Pazo Señorans,Seleccion de Añada Albariño Rías Baixas 2011,2011,4.3,618,España / Galicia / Rías Baixas,34.90,Vino blanco,100 % de Albariño,Galicia,Galicia
Marco Abella,Clos Abella Selección Especial 2014,2014,4.4,178,España / Cataluña / Priorato,45.60,Otro,"70 % de Carignan, 30 % de Garnacha",Cataluña,Cataluña
Costers del Siurana,Clos de L'Obac 2010,2010,4.5,150,España / Cataluña / Priorato,76.23,Vino tinto,"Shiraz/Syrah, Merlot, Cariñena, Cabernet Sauvignon",Cataluña,Cataluña
Binigrau,Nounat 2021,2021,4.4,307,España / Islas Baleares / Mallorca,21.90,Vino blanco,100 % de Chardonnay,Islas Baleares,Islas Baleares
Marqués de Cáceres,Rioja Rosado 2020,2020,3.6,568,España / Rioja,5.70,Vino rosado,"Tempranillo, Grenache",Rioja,Rioja
Itsasmendi,Bat Berri 2017,2017,3.8,45,España / País Vasco / Bizkaiko Txakolina,15.80,Vino blanco,Hondarrabi Zuri,País Vasco,País Vasco
Pago de Los Capellanes,Crianza Tinto 2016,2016,4.1,4234,España / Castilla y León / Ribera del Duero,42.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Mas Doix,1903 Centenary Grenache 2016,2016,4.6,31,España / Cataluña / Priorato,299,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Bodegas Cosme Palacio,Glorioso Selección Especial 100 Años Aniversario 2017,2017,3.9,960,España / Rioja,9.75,Vino tinto,100 % de Tempranillo,Rioja,Rioja
El Coto,Coto de Imaz Rioja Gran Reserva 2015,2015,4.2,1347,España / Rioja,15.88,Vino tinto,"90 % de Tempranillo, 10 % de Graciano",Rioja,Rioja
Gramona,Savinat Sauvignon Blanc 2019,2019,4.3,78,España / Cataluña / Penedès,18.35,Vino blanco,100 % de Sauvignon Blanc,Cataluña,Cataluña
Acustic Celler,Acústic Blanc 2019,2019,3.9,107,España / Cataluña / Tarragona / Montsant,11.85,Vino blanco,"Garnacha, Garnacha Blanca, Macabeo",Cataluña,Cataluña
Albet i Noya,Petit Albet Penedès Rouge 2019,2019,3.3,166,España / Cataluña / Penedès,6.39,Vino tinto,"Petite Sirah, Macabeo, Xarel-lo, Garnacha, Cabernet Sauvignon, Chardonnay, Tempranillo",Cataluña,Cataluña
Franck Massard,Priorat Eda 2013,2013,4.2,29,España / Cataluña / Priorato,55.83,Otro,100 % de Cariñena,Cataluña,Cataluña
Santiago Ruiz,Rosa Ruiz Albariño 2019,2019,4.0,54,España / Galicia / Rías Baixas,16.90,Vino blanco,100 % de Albariño,Galicia,Galicia
4 Kilos Vinícola,Motor Callet 2019,2019,3.6,55,España / Islas Baleares / Mallorca,16.40,Vino tinto,Callet,Islas Baleares,Islas Baleares
Sant Josep,Clot d'Encis Vi Negre 2019,2019,2.9,56,España / Cataluña / Terra Alta,4.20,Vino tinto,"Shiraz/Syrah, Mazuelo, Cariñena, Garnacha Tinta",Cataluña,Cataluña
Finca Valpiedra,Rioja Cantos de Valpiedra 2017,2017,3.8,266,España / Rioja,9.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Forlong,Mon Amour 2018,2018,3.9,27,España / Andalucía / Cádiz,17.95,Otro,Palomino,Andalucía,Andalucía
Matsu,El Recio 2019,2019,4.0,2765,España / Castilla y León / Toro,14.85,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
De Muller,Legítim Crianza 2019,2019,4.3,113,España / Cataluña / Priorato,9.45,Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha",Cataluña,Cataluña
Terroir Al Límit Soc. Lda,Les Manyes 2011,2011,4.3,56,España / Cataluña / Priorato,187.50,Vino tinto,100 % de Grenache,Cataluña,Cataluña
Muga,Muga Blanco 2010,2010,3.6,163,España / Rioja,12,Vino blanco,Viura,Rioja,Rioja
Homenaje,Garnacha Rosado 2021,2021,3.4,37,España / Navarra,5.95,Vino rosado,100 % de Garnacha,Navarra,Navarra
Hermanos Lurton,Verdejo 2021,2021,3.6,39,España / Castilla y León / Rueda,8.55,Vino blanco,100 % de Tinta de toro,Castilla y León,Castilla y León
Emilio Moro,Ribera del Duero 2019,2019,4.2,2519,España / Castilla y León / Ribera del Duero,17.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Carchelo,Carchelo (C) 2018,2018,3.6,317,España / Murcia / Jumilla,7.80,Vino tinto,"Shiraz/Syrah, Tempranillo, Cabernet Sauvignon, Monastrell",Murcia,Murcia
Osborne,Solaz Tempranillo 2020,2020,3.3,330,España / Castilla,3.57,Vino tinto,100 % de Tempranillo,Castilla,Castilla
Dehesa de Los Canónigos,Solideo 2016,2016,4.3,357,España / Castilla y León / Ribera del Duero,43.50,Vino tinto,"85 % de Tinto Fino, 12 % de Cabernet Sauvignon, 3 % de Albillo",Castilla y León,Castilla y León
Viña Zorzal,Corral de los Altos 2019,2019,3.8,67,España / Navarra,11.90,Vino tinto,100 % de Garnacha,Navarra,Navarra
Bodegas Care,Tinto Roble Garnacha - Syrah 2019,2019,4.0,159,España / Aragón / Cariñena,6.25,Vino tinto,"Shiraz/Syrah, Garnacha",Aragón,Aragón
Castaño,Momentos Monastrell 2018,2018,3.8,38,España / Murcia / Yecla,18.95,Vino tinto,100 % de Monastrell,Murcia,Murcia
Bodega Ribas,Ribas Negre 2018,2018,3.9,264,España / Islas Baleares / Mallorca,13.75,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Manto Negro",Islas Baleares,Islas Baleares
Marfil Alella,Vallmora Garnatxa Negra 2015,2015,3.6,32,España / Cataluña / Alella,15.45,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Fuentespina,7 Meses 2020,2020,3.7,54,España / Castilla y León / Ribera del Duero,11.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Venus la Universal,Dido Tinto 2019,2019,4.1,1011,España / Cataluña / Tarragona / Montsant,14.55,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Soto y Manrique,La Transición Garnacha 2019,2019,3.7,30,España / Castilla y León,5.90,Vino tinto,100 % de Garnacha,Castilla y León,Castilla y León
Luis A. Rodriguez Vazquez,A Torna Dos Pasas Ribeiro 2018,2018,4.0,93,España / Galicia / Ribeiro,20.70,Vino tinto,Caiño tinto,Galicia,Galicia
Neo,Ribera del Duero Tinto 2016,2016,3.9,1456,España / Castilla y León / Ribera del Duero,29,Vino tinto,100 % de Tinta del Pais,Castilla y León,Castilla y León
Grandes Pagos Gallegos,Fraga do Corvo Godello 2021,2021,4.0,46,España / Galicia / Monterrei,11.75,Vino blanco,100 % de Godello,Galicia,Galicia
Anadigna,Albariño 2019,2019,4.0,45,España / Galicia / Rías Baixas,12.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Reymos,Selección Brut N.V.,1806,3.6,285,España / Valencia,4.95,Vino espumoso,100 % de Moscatel,Valencia,Valencia
Parajes de los Vidrios,Garnacha 2017,2017,3.6,146,España / Madrid,15.50,Vino tinto,100 % de Garnacha,Madrid,Madrid
Finca La Viajera,Crianza 2010,2010,3.6,35,España / Castilla y León / Ribera del Duero,17.85,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Berceo,Reserva 2014,2014,3.8,52,España / Rioja,7.99,Vino tinto,"Tempranillo, Graciano, Garnacha",Rioja,Rioja
Bodega Pirineos,Principio Moristel 2020,2020,3.9,26,España / Aragón / Somontano,8.36,Vino tinto,Moristel,Aragón,Aragón
Tollodouro,Pontellón Albariño 2017,2017,4.0,505,España / Galicia / Rías Baixas,7.95,Vino blanco,100 % de Albariño,Galicia,Galicia
Clos Lentiscus,Gentlemant Malvasia de Sitges 2016,2016,3.6,38,España / Vino de España,16.45,Otro,Malvasia,Vino de España,Vino de España
Tianna Negre,Vélo Rosé 2019,2019,3.9,43,España / Islas Baleares / Mallorca / Binissalem-Mallorca,10.86,Vino rosado,100 % de Manto Negro,Islas Baleares,Islas Baleares
Juvé & Camps,Pagos de Anguix Barrueco 2017,2017,4.2,185,España / Castilla y León / Ribera del Duero,26.90,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Eulogio Pomares,Maceración Con Pieles 2018,2018,4.2,61,España / Galicia / Rías Baixas,36.95,Vino blanco,100 % de Albariño,Galicia,Galicia
Vega Sicilia,Unico Reserva Especial Edición 2008,2008,4.7,175,España / Castilla y León / Ribera del Duero,747.17,Vino tinto,"Tempranillo, Cabernet Sauvignon",Castilla y León,Castilla y León
José Pariente,Sauvignon Blanc 2011,2011,3.7,80,España / Castilla y León / Rueda,9.50,Vino blanco,100 % de Sauvignon Blanc,Castilla y León,Castilla y León
Camino del Norte,El Tesón 2013,2013,4.1,104,España / Castilla y León / Bierzo,31.04,Vino tinto,"Mencia, Pinot Noir",Castilla y León,Castilla y León
La Rioja Alta,Viña Alberdi Reserva 1997,1997,4.0,46,España / Rioja,48,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Canopy,Gonzo Garnachas Felices 2011,2011,3.4,65,España / Castilla / Méntrida,12.40,Vino tinto,100 % de Garnacha,Castilla,Castilla
Remelluri,Rioja Blanco 2014,2014,4.3,201,España / Rioja,60.25,Vino blanco,"Sauvignon Blanc, Viognier, Roussanne, Marsanne, Chardonnay, Grenache Blanc",Rioja,Rioja
Luis Cañas,Tinto 2015,2015,3.4,404,España / Rioja,6.61,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Marqués de Murrieta,Reserva Rioja (Finca Ygay) 1995,1995,4.2,130,España / Rioja,113.88,Vino tinto,"Tempranillo, Mazuelo, Graciano, Garnacha",Rioja,Rioja
Pazo Barrantes,La Comtesse de Pazo Barrantes Albariño 2017,2017,4.4,123,España / Galicia / Rías Baixas,60,Vino blanco,100 % de Albariño,Galicia,Galicia
Dominio de Tares,Cepas Viejas Mencía Bierzo 2018,2018,3.8,51,España / Castilla y León / Bierzo,14.90,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
La Purisima,Premium Monastrell - Garnacha 2017,2017,3.8,96,España / Murcia / Yecla,17.95,Vino tinto,"Monastrell, Garnacha",Murcia,Murcia
Bodegas Aragonesas,Coto de Hayas Garnacha Centenaria 2018,2018,3.8,1513,España / Aragón / Campo de Borja,8.75,Otro,100 % de Garnacha,Aragón,Aragón
Cims de Porrera,Solanes Priorat 2007,2007,3.9,695,España / Cataluña / Priorato,28.18,Otro,"Cariñena, Garnacha",Cataluña,Cataluña
Javier Sanz Viticultor,V Dulce de Invierno 2015,2015,4.2,140,España / Castilla y León,18.90,Vino de postre,100 % de Verdejo,Castilla y León,Castilla y León
Olivier Rivière,Las Viñas de Eusebio Vendimia Seleccionada 2018,2018,4.2,47,España / Rioja,47.49,Vino tinto,"80 % de Tempranillo, 20 % de Graciano",Rioja,Rioja
Lafou,Els Amelers Garnatxa Blanca 2019,2019,4.0,239,España / Cataluña / Terra Alta,11.24,Vino blanco,100 % de Garnacha Blanca,Cataluña,Cataluña
Jean Leon,Vinya Le Havre Reserva Cabernet Sauvignon 2013,2013,4.1,461,España / Cataluña / Penedès,21.50,Vino tinto,"85 % de Cabernet Sauvignon, 15 % de Cabernet Franc",Cataluña,Cataluña
Moacin,Compta Gotes 2018,2018,3.5,32,España / Cataluña / Priorato,11.95,Vino tinto,"Cabernet Sauvignon, Grenache, Cariñena",Cataluña,Cataluña
Idrias,Chardonnay 2016,2016,3.4,53,España / Aragón / Somontano,8.50,Vino blanco,100 % de Chardonnay,Aragón,Aragón
